0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
pandas Essential Training;Course;;;Show more options for pandas Essential Training;;;Save;;;3h 10m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Jonathan Fernandes;;;
Power BI Data Analyst Associate (PL-300) Cert Prep: Connecting to Power BI Data;Course;Popular;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Connecting to Power BI Data;;;Save;;;44m;;;;Intermediate;Updated Apr 2023;;;;;LinkedIn;;;By: Joshua Rischin;
Data Analytics for Students;Course;;;Show more options for Data Analytics for Students;;;Save;;;1h;;Beginner;;;Feb 2022;;;;;LinkedIn;;By: John David Ariansen and Madecraft;;;
Data warehouse alternatives;Audio;;;Show more options for Data warehouse alternatives;;;Save;;;3m 24s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Intermediate SQL for Data Scientists;Course;Popular;;;Show more options for Intermediate SQL for Data Scientists;;;Save;;;2h 38m;;;;Intermediate;Jul 2021;;;;;LinkedIn;;;By: Dan Sullivan;
Tableau Essential Training;Course;Popular;;;Show more options for Tableau Essential Training;;;Save;;;4h 42m;;;;Intermediate;Jun 2023;;;;;LinkedIn;;;By: Curt Frye;
Introduction to Transact-SQL;Course;;;Show more options for Introduction to Transact-SQL;;;Save;;;1h 3m;;Beginner;;;Oct 2023;;;;;LinkedIn;;By: Jess Pomfret;;;
Creating Reports and Presentations with R Markdown and RStudio;Course;;;Show more options for Creating Reports and Presentations with R Markdown and RStudio;;;Save;;;2h 40m;;Intermediate;;;Mar 2019;;;;;LinkedIn;;By: Charlie Joey Hadley;;;
Tableau: Mastering Calculations;Course;;;Show more options for Tableau: Mastering Calculations;;;Save;;;3h 15m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Heidi Kalbe;;;
Develop Your Data Analysis Skills;Learning Path;;;Show more options for Develop Your Data Analysis Skills;;;Save;;;21h;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Data Science and Analytics Career Paths and Certifications: First Steps;Course;Popular;;;Show more options for Data Science and Analytics Career Paths and Certifications: First Steps;;;Save;;;1h 32m;;;;Beginner;Feb 2022;;;;;LinkedIn;;;By: Jungwoo Ryoo;
Data Analytics with Google Cloud BigQuery and Looker Studio;Course;;;Show more options for Data Analytics with Google Cloud BigQuery and Looker Studio;;;Save;;;1h 5m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Yoyu Li;;;
Choose the Right Tool for Your Data: Python, R, or SQL;Course;;;Show more options for Choose the Right Tool for Your Data: Python, R, or SQL;;;Save;;;1h 7m;;Beginner;;;Sep 2022;;;;;LinkedIn;;By: Megan Lieu;;;
Project Online Reporting with Power BI;Course;;;Show more options for Project Online Reporting with Power BI;;;Save;;;1h 33m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: John Riopel;;;
OpenAI API: Code Interpreter and Advanced Data Analysis;Course;;;Show more options for OpenAI API: Code Interpreter and Advanced Data Analysis;;;Save;;;42m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Kesha Williams;;;
Explore a Career as a Power BI Specialist;Learning Path;;;Show more options for Explore a Career as a Power BI Specialist;;;Save;;;18h;;;Updated 1 month ago;;;;;LinkedIn;;;;;;;
Lesson: Data Literacy;Audio;;;Show more options for Lesson: Data Literacy;;;Save;;;3m 28s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Excel: Power Query for Beginners;Course;Popular;;;Show more options for Excel: Power Query for Beginners;;;Save;;;24m;;;;Beginner;Feb 2021;;;;;LinkedIn;;;By: Dave Ludwig;
Lesson: Data illustration;Audio;;;Show more options for Lesson: Data illustration;;;Save;;;3m 28s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Excel for Financial Planning and Analysis (FP&A);Course;Popular;;;"Show more options for Excel for Financial Planning and Analysis (FP&amp;amp;A)";;;Save;;;2h 34m;;;;Advanced;Jan 2024;;;;;LinkedIn;;;By: Carl Seidman;
Become a Data Analytics Specialist;Learning Path;;;Show more options for Become a Data Analytics Specialist;;;Save;;;17h;;;Updated Mar 2024;;;;;LinkedIn;;;;;;;
Tableau for Data Scientists;Course;Popular;;;Show more options for Tableau for Data Scientists;;;Save;;;5h 55m;;;;Intermediate;Sep 2021;;;;;LinkedIn;;;By: Matt Francis;
Lesson: Data art;Audio;;;Show more options for Lesson: Data art;;;Save;;;3m 41s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SAS® 9.4 Cert Prep: Part 13 Processing Repetitive Code;Course;;;Show more options for SAS® 9.4 Cert Prep: Part 13 Processing Repetitive Code;;;Save;;;25m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: SAS Institute;;;
Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI;Course;;;Show more options for Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI;;;Save;;;51m;;Intermediate;;;Jun 2023;;;;;LinkedIn;;By: Joshua Rischin;;;
Getting Started with Python for Finance;Course;Popular;;;Show more options for Getting Started with Python for Finance;;;Save;;;1h 39m;;;;Beginner;Apr 2023;;;;;LinkedIn;;;By: Matt Harrison;
Excel Power Query Tips and Techniques;Course;;;Show more options for Excel Power Query Tips and Techniques;;;Save;;;51m;;Intermediate;;;Oct 2019;;;;;LinkedIn;;By: Oz du Soleil;;;
Ethics and Law in Data Analytics;Course;;;Show more options for Ethics and Law in Data Analytics;;;Save;;;3h 51m;;Beginner;;;Apr 2019;;;;;LinkedIn;;By: Microsoft General Technical Skills;;;
Hands-on Start to Wolfram Mathematica;Course;;;Show more options for Hands-on Start to Wolfram Mathematica;;;Save;;;53m;;Beginner;;;Jan 2024;;;;;LinkedIn;;By: Wolfram Research;;;
The connection between running and data;Audio;;;Show more options for The connection between running and data;;;Save;;;5m 51s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Top 10 Skills for BI Developers;Course;;;Show more options for Top 10 Skills for BI Developers;;;Save;;;25m;;Beginner;;;Aug 2022;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Excel: Working Together with Power Query and Power Pivot;Course;Popular;;;Show more options for Excel: Working Together with Power Query and Power Pivot;;;Save;;;51m;;;;Advanced;Updated Mar 2023;;;;;LinkedIn;;;By: Joshua Rischin;
Quick Start Guide to SQL;Course;Updated;Popular;;;Show more options for Quick Start Guide to SQL;;;Save;;;;;1h 28m;;Beginner;Updated 1 week ago;;;;;;LinkedIn;;By: Deepa Maddala
Learning Public Data Sets;Course;;;Show more options for Learning Public Data Sets;;;Save;;;2h 1m;;Beginner + Intermediate;;;Updated Jan 2024;;;;;LinkedIn;;By: Curt Frye;;;
From Excel to SQL;Course;;;Show more options for From Excel to SQL;;;Save;;;1h 24m;;Beginner;;;Feb 2021;;;;;LinkedIn;;By: Madecraft and James Parkin;;;
Introduction to Spark SQL and DataFrames;Course;;;Show more options for Introduction to Spark SQL and DataFrames;;;Save;;;1h 54m;;Intermediate;;;Updated Apr 2024;;;;;LinkedIn;;By: Dan Sullivan;;;
Data Wrangling in Excel with Power Query;Course;;;Show more options for Data Wrangling in Excel with Power Query;;;Save;;;1h 32m;;Intermediate;;;Jul 2023;;;;;LinkedIn;;By: Jordan Goldmeier;;;
Power BI Data Analyst Associate (PL-300) Cert Prep: Designing and Developing a Power BI Data Model;Course;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Designing and Developing a Power BI Data Model;;;Save;;;1h 25m;;Intermediate;;;Jul 2023;;;;;LinkedIn;;By: Emilio Melo;;;
Running a data focused online business;Audio;;;Show more options for Running a data focused online business;;;Save;;;4m 10s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Lesson: Beauty in data vizualization;Audio;;;Show more options for Lesson: Beauty in data vizualization;;;Save;;;3m 29s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Wavelet Analysis: Applications with Wolfram Language;Course;;;Show more options for Wavelet Analysis: Applications with Wolfram Language;;;Save;;;51m;;Advanced;;;Jan 2024;;;;;LinkedIn;;By: Wolfram Research;;;
InfluxDB for Time Series Data: Ingest, Analyze, and Visualize Data;Course;;;Show more options for InfluxDB for Time Series Data: Ingest, Analyze, and Visualize Data;;;Save;;;1h 8m;;Beginner;;;May 2022;;;;;LinkedIn;;By: Jess Ingrassellino;;;
The 80/20 Rule of Data Science;Course;;;Show more options for The 80/20 Rule of Data Science;;;Save;;;1h 26m;;Intermediate;;;1 month ago;;;;;LinkedIn;;By: Howard Friedman;;;
Benefits of becoming a financial analyst;Audio;;;Show more options for Benefits of becoming a financial analyst;;;Save;;;2m 15s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
CompTIA Data+ (DA0-001) Cert Prep: 2 Data Mining;Course;;;Show more options for CompTIA Data+ (DA0-001) Cert Prep: 2 Data Mining;;;Save;;;1h 27m;;Intermediate;;;Jan 2022;;;;;LinkedIn;;By: Mike Chapple;;;
Intermediate SQL: Data Reporting and Analysis;Course;;;Show more options for Intermediate SQL: Data Reporting and Analysis;;;Save;;;2h 11m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Emma Saunders;;;
Become a Business Intelligence Specialist;Learning Path;;;Show more options for Become a Business Intelligence Specialist;;;Save;;;24h;;;Updated Mar 2024;;;;;LinkedIn;;;;;;;
Microsoft Azure AI Fundamentals (AI-900) Exam Tips;Course;;;Show more options for Microsoft Azure AI Fundamentals (AI-900) Exam Tips;;;Save;;;1h 26m;;Intermediate;;;Oct 2020;;;;;LinkedIn;;By: Emilio Melo;;;
Power BI Dataflows Essential Training;Course;;;Show more options for Power BI Dataflows Essential Training;;;Save;;;1h 28m;;Intermediate;;;Mar 2020;;;;;LinkedIn;;By: Helen Wall;;;
Moving from Data Analyst to Data Scientist;Learning Path;;;Show more options for Moving from Data Analyst to Data Scientist;;;Save;;;29h;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
Power BI Mistakes to Avoid;Course;;;Show more options for Power BI Mistakes to Avoid;;;Save;;;59m;;Intermediate;;;Feb 2022;;;;;LinkedIn;;By: John David Ariansen and Madecraft;;;
Preparing to Get a Job in Data Analytics;Course;;;Show more options for Preparing to Get a Job in Data Analytics;;;Save;;;1h 6m;;Beginner;;;Feb 2023;;;;;LinkedIn;;By: Jess Ramos;;;
Causal Inference with Survey Data;Course;;;Show more options for Causal Inference with Survey Data;;;Save;;;2h 8m;;Advanced;;;Apr 2024;;;;;LinkedIn;;By: Franz Buscha;;;
The Data Science of Nonprofit Service Organizations, with Barton Poulson;Course;;;Show more options for The Data Science of Nonprofit Service Organizations, with Barton Poulson;;;Save;;;1h 8m;;General;;;Oct 2018;;;;;LinkedIn;;By: Barton Poulson;;;
Python Data Analytics: From Notebooks to Production;Course;;;Show more options for Python Data Analytics: From Notebooks to Production;;;Save;;;58m;;Advanced;;;1 month ago;;;;;LinkedIn;;By: Miki Tebeka;;;
Using APIs to improve data quality;Audio;;;Show more options for Using APIs to improve data quality;;;Save;;;3m 7s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Probability Foundations for Data Science;Course;Popular;;;Show more options for Probability Foundations for Data Science;;;Save;;;4h 53m;;;;Intermediate;1 month ago;;;;;LinkedIn;;;By: Megan Silvey;
Lesson: Data analytics;Audio;;;Show more options for Lesson: Data analytics;;;Save;;;3m 37s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Azure Data Fundamentals (DP-900) Cert Prep: 4 Analytics Workloads on Azure;Course;;;Show more options for Azure Data Fundamentals (DP-900) Cert Prep: 4 Analytics Workloads on Azure;;;Save;;;56m;;Beginner;;;Aug 2022;;;;;LinkedIn;;By: Gregor Suttie;;;
Tableau 10: Mastering Calculations;Course;;;Show more options for Tableau 10: Mastering Calculations;;;Save;;;3h 24m;;Beginner;;;Apr 2017;;;;;LinkedIn;;By: Curt Frye;;;
Introduction to Alteryx;Course;;;Show more options for Introduction to Alteryx;;;Save;;;55m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Aaron Harter;;;
The Data Science of Government and Political Science, with Barton Poulson;Course;;;Show more options for The Data Science of Government and Political Science, with Barton Poulson;;;Save;;;1h 2m;;General;;;Updated Apr 2018;;;;;LinkedIn;;By: Barton Poulson;;;
Learning Everyday Math;Course;;;Show more options for Learning Everyday Math;;;Save;;;2h 6m;;Beginner;;;Feb 2015;;;;;LinkedIn;;By: Vince Kotchian;;;
Data Science Tools of the Trade: First Steps;Course;;;Show more options for Data Science Tools of the Trade: First Steps;;;Save;;;2h 23m;;Beginner;;;Aug 2018;;;;;LinkedIn;;By: Jungwoo Ryoo;;;
Mathematica 11 Essential Training;Course;;;Show more options for Mathematica 11 Essential Training;;;Save;;;3h 19m;;Beginner + Intermediate;;;Jan 2017;;;;;LinkedIn;;By: Curt Frye;;;
Lesson: Making decisions with data visualization;Audio;;;Show more options for Lesson: Making decisions with data visualization;;;Save;;;5m 39s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Side Hustle Strategies for Data Science and Analytics Experts;Course;;;Show more options for Side Hustle Strategies for Data Science and Analytics Experts;;;Save;;;1h 27m;;Intermediate;;;Updated 3 months ago;;;;;LinkedIn;;By: Keith McCormick;;;
Lesson: Visual models;Audio;;;Show more options for Lesson: Visual models;;;Save;;;3m 24s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Power BI: Working Together with ChatGPT;Course;Popular;;;Show more options for Power BI: Working Together with ChatGPT;;;Save;;;48m;;;;Intermediate;Dec 2023;;;;;LinkedIn;;;By: Joshua Rischin;
Lesson: Color;Audio;;;Show more options for Lesson: Color;;;Save;;;3m 37s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
From pandas to Polars;Course;;;Show more options for From pandas to Polars;;;Save;;;59m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Madecraft;;;
Practical Database Design: Implementing Responsible Data Solutions with SQL Querying;Course;;;Show more options for Practical Database Design: Implementing Responsible Data Solutions with SQL Querying;;;Save;;;2h 15m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Dr. Brandeis Marshall;;;
Excel 2016: Data Validation in Depth;Course;;;Show more options for Excel 2016: Data Validation in Depth;;;Save;;;1h 34m;;Advanced;;;Sep 2016;;;;;LinkedIn;;By: Dennis Taylor;;;
Elasticsearch in Depth;Course;;;Show more options for Elasticsearch in Depth;;;Save;;;1h 27m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Edward Capriolo;;;
Lesson: Becoming an information designer;Audio;;;Show more options for Lesson: Becoming an information designer;;;Save;;;4m 35s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Visual perception;Audio;;;Show more options for Lesson: Visual perception;;;Save;;;3m 37s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Prepare for the CompTIA Data+ (DA0-001) Exam;Learning Path;;;Show more options for Prepare for the CompTIA Data+ (DA0-001) Exam;;;Save;;;5h 50m;;;Updated Feb 2022;;;;;LinkedIn;;;;;;;
SQL for Statistics Essential Training;Course;;;Show more options for SQL for Statistics Essential Training;;;Save;;;49m;;Intermediate;;;Mar 2018;;;;;LinkedIn;;By: Dan Sullivan;;;
Tableau 10 for Data Scientists;Course;;;Show more options for Tableau 10 for Data Scientists;;;Save;;;2h 24m;;Intermediate;;;Updated Apr 2017;;;;;LinkedIn;;By: Matt Francis;;;
Learning Microsoft Fabric: A Data Analytics and Engineering Preview;Course;;;Show more options for Learning Microsoft Fabric: A Data Analytics and Engineering Preview;;;Save;;;1h 27m;;Intermediate;;;Sep 2023;;;;;LinkedIn;;By: Helen Wall and Gini von Courter;;;
Time Series Analysis and Forecasting with GPT-4o;Course;;;Show more options for Time Series Analysis and Forecasting with GPT-4o;;;Save;;;38m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Alina Zhang;;;
Lesson: Emotions in data visualization;Audio;;;Show more options for Lesson: Emotions in data visualization;;;Save;;;3m 24s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Advanced SQL: Logical Query Processing, Part 1;Course;;;Show more options for Advanced SQL: Logical Query Processing, Part 1;;;Save;;;1h 38m;;Advanced;;;Mar 2020;;;;;LinkedIn;;By: Ami Levin;;;
Lesson: Data sonification;Audio;;;Show more options for Lesson: Data sonification;;;Save;;;3m 54s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Data storytelling for regular folks;Audio;;;Show more options for Lesson: Data storytelling for regular folks;;;Save;;;11m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Machine Learning with Data Reduction in Excel, R, and Power BI;Course;;;Show more options for Machine Learning with Data Reduction in Excel, R, and Power BI;;;Save;;;3h 32m;;Intermediate;;;Feb 2022;;;;;LinkedIn;;By: Helen Wall;;;
What is data warehousing?;Audio;;;Show more options for What is data warehousing?;;;Save;;;16m;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Explore a Career as a Financial Analyst;Learning Path;;;Show more options for Explore a Career as a Financial Analyst;;;Save;;;11h;;;Updated 1 month ago;;;;;LinkedIn;;;;;;;
Advanced and Specialized Statistics with Stata;Course;;;Show more options for Advanced and Specialized Statistics with Stata;;;Save;;;5h 5m;;Advanced;;;Sep 2019;;;;;LinkedIn;;By: Franz Buscha;;;
Tableau 10 Essential Training;Course;;;Show more options for Tableau 10 Essential Training;;;Save;;;4h 41m;;Beginner + Intermediate;;;Updated May 2017;;;;;LinkedIn;;By: Curt Frye;;;
SQL for Non-Programmers;Course;Popular;;;Show more options for SQL for Non-Programmers;;;Save;;;2h 50m;;;;Beginner;Jan 2024;;;;;LinkedIn;;;By: Christina Stathopoulos;
Lesson: Visualizing large data sets;Audio;;;Show more options for Lesson: Visualizing large data sets;;;Save;;;5m 51s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Regression Analysis Fundamentals;Course;Popular;;;Show more options for Regression Analysis Fundamentals;;;Save;;;1h 40m;;;;Intermediate;Sep 2022;;;;;LinkedIn;;;By: Franz Buscha and Madecraft;
Time Series Modeling in Excel, R, and Power BI;Course;;;Show more options for Time Series Modeling in Excel, R, and Power BI;;;Save;;;2h;;Advanced;;;Mar 2023;;;;;LinkedIn;;By: Helen Wall;;;
Microsoft Project for the Web: Reporting with Power BI;Course;Popular;;;Show more options for Microsoft Project for the Web: Reporting with Power BI;;;Save;;;1h 39m;;;;Intermediate;Jun 2022;;;;;LinkedIn;;;By: John Riopel;
Tableau Server for Analysts;Course;New;;;Show more options for Tableau Server for Analysts;;;Save;;;1h 24m;;;;Beginner;3 weeks ago;;;;;LinkedIn;;;By: Maven Analytics and Dustin Cabral;
Power BI: Working Together with Microsoft 365 Apps;Course;;;Show more options for Power BI: Working Together with Microsoft 365 Apps;;;Save;;;31m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Joshua Rischin;;;
Learning Data Science: Manage Your Team;Course;;;Show more options for Learning Data Science: Manage Your Team;;;Save;;;1h 14m;;Intermediate;;;Nov 2016;;;;;LinkedIn;;By: Doug Rose;;;
SQL Queries Made Easy;Course;Updated;;;Show more options for SQL Queries Made Easy;;;Save;;;1h 2m;;;;Beginner;Updated 1 week ago;;;;;LinkedIn;;;By: Deepa Maddala;
Power BI Data Analyst Associate (PL-300) Cert Prep: Advanced Reporting in Power BI;Course;Updated;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Advanced Reporting in Power BI;;;Save;;;2h 28m;;;;Intermediate;Updated 2 months ago;;;;;LinkedIn;;;By: Emilio Melo;
Should I learn crypto as a financial analyst?;Audio;;;Show more options for Should I learn crypto as a financial analyst?;;;Save;;;1m 34s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Lesson: Data journalism;Audio;;;Show more options for Lesson: Data journalism;;;Save;;;3m 13s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Master Microsoft Power BI;Learning Path;;;Show more options for Master Microsoft Power BI;;;Save;;;12h;;;Updated 3 weeks ago;;;;;LinkedIn;;;;;;;
Advanced Tableau Desktop;Course;New;Popular;;;Show more options for Advanced Tableau Desktop;;;Save;;;;;10h;;Advanced;3 weeks ago;;;;;;LinkedIn;;By: Maven Analytics and Dustin Cabral
Wavelet Analysis: Concepts with Wolfram Language;Course;;;Show more options for Wavelet Analysis: Concepts with Wolfram Language;;;Save;;;49m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Wolfram Research;;;
MySQL Data Analysis;Course;New;;;Show more options for MySQL Data Analysis;;;Save;;;4h 30m;;;;Beginner;3 days ago;;;;;LinkedIn;;;By: John Pauler and Maven Analytics;
Low Code/No-Code Data Literacy with KNIME: From Basic to Advanced;Course;;;Show more options for Low Code/No-Code Data Literacy with KNIME: From Basic to Advanced;;;Save;;;2h 18m;;Advanced;;;4 months ago;;;;;LinkedIn;;By: KNIME AG;;;
Introduction to SQL Using Google BigQuery;Course;;;Show more options for Introduction to SQL Using Google BigQuery;;;Save;;;3h 20m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Danny Ma;;;
Elasticsearch Essential Training;Course;;;Show more options for Elasticsearch Essential Training;;;Save;;;1h 40m;;Intermediate;;;Jan 2023;;;;;LinkedIn;;By: Ben Sullins;;;
Coding Exercises: pandas;Course;;;Show more options for Coding Exercises: pandas;;;Save;;;1h 23m;;Intermediate;;;Mar 2022;;;;;LinkedIn;;By: Harshit Tyagi;;;
Mastering Executive-Level Data Analytics;Learning Path;;;Show more options for Mastering Executive-Level Data Analytics;;;Save;;;12h;;;Updated Dec 2023;;;;;LinkedIn;;;;;;;
Python for Health Sciences and Healthcare;Course;Popular;;;Show more options for Python for Health Sciences and Healthcare;;;Save;;;2h 8m;;;;Beginner;Oct 2023;;;;;LinkedIn;;;By: Wuraola Oyewusi;
Power BI: Integrating AI and Machine Learning;Course;Popular;;;Show more options for Power BI: Integrating AI and Machine Learning;;;Save;;;3h 58m;;;;Intermediate;Aug 2021;;;;;LinkedIn;;;By: Helen Wall;
How to deal with data silos;Audio;;;Show more options for How to deal with data silos;;;Save;;;9m 52s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
Lesson: Truth in data storytelling and visualization;Audio;;;Show more options for Lesson: Truth in data storytelling and visualization;;;Save;;;7m 7s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Excel: Creating a Dashboard with Power Query (Microsoft 365);Course;;;Show more options for Excel: Creating a Dashboard with Power Query (Microsoft 365);;;Save;;;1h 20m;;Intermediate;;;Sep 2020;;;;;LinkedIn;;By: Leila Gharani;;;
Hands-On Analytics Engineering Project;Course;;;Show more options for Hands-On Analytics Engineering Project;;;Save;;;30m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Connor Dickson;;;
Skills you need to level up your finance career;Audio;;;Show more options for Skills you need to level up your finance career;;;Save;;;2m 55s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
What tools are good for finance analysts?;Audio;;;Show more options for What tools are good for finance analysts?;;;Save;;;5m 15s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Lesson: Concept visualization;Audio;;;Show more options for Lesson: Concept visualization;;;Save;;;5m 35s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Insights on Data Science: Lillian Pierson;Course;;;Show more options for Insights on Data Science: Lillian Pierson;;;Save;;;23m;;Intermediate;;;Aug 2017;;;;;LinkedIn;;By: Lillian Pierson, P.E.;;;
Lesson: Data Visualization Research;Audio;;;Show more options for Lesson: Data Visualization Research;;;Save;;;4m 32s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Data Engineering: dbt for SQL;Course;;;Show more options for Data Engineering: dbt for SQL;;;Save;;;1h 31m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Vinoo Ganesh;;;
Hands-on Data Science and AI for Healthcare;Course;Updated;Popular;;;Show more options for Hands-on Data Science and AI for Healthcare;;;Save;;;;;39m;;Advanced;Updated 3 weeks ago;;;;;;LinkedIn;;By: Wuraola Oyewusi
Lesson: A data viz-first approach;Audio;;;Show more options for Lesson: A data viz-first approach;;;Save;;;3m 5s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Building a career in data visualization;Audio;;;Show more options for Lesson: Building a career in data visualization;;;Save;;;3m 26s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Managing money with an online business;Audio;;;Show more options for Managing money with an online business;;;Save;;;5m 14s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
SAS® 9.4 Cert Prep: Part 08 Controlling Data Step Processing;Course;;;Show more options for SAS® 9.4 Cert Prep: Part 08 Controlling Data Step Processing;;;Save;;;23m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: SAS Institute;;;
SAS® 9.4 Cert Prep: Part 03 Exploring and Validating Data;Course;;;Show more options for SAS® 9.4 Cert Prep: Part 03 Exploring and Validating Data;;;Save;;;41m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: SAS Institute;;;
Alteryx for Financial Services;Course;;;Show more options for Alteryx for Financial Services;;;Save;;;1h 59m;;Advanced;;;Apr 2023;;;;;LinkedIn;;By: Kishan Iyer;;;
The impact of color on branding;Audio;;;Show more options for The impact of color on branding;;;Save;;;1m 19s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
ChatGPT and SQL;Course;;;Show more options for ChatGPT and SQL;;;Save;;;1h 23m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: John Pauler and Maven Analytics;;;
Kate's journey into data;Audio;;;"Show more options for Kate&amp;#39;s journey into data";;;Save;;;5m 5s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Data Analysis: Investigate with SQL;Course;;;Show more options for Data Analysis: Investigate with SQL;;;Save;;;53m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Walter Shields;;;
Lesson: Data visualization at scale in industry;Audio;;;Show more options for Lesson: Data visualization at scale in industry;;;Save;;;4m 38s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Science visualizations;Audio;;;Show more options for Lesson: Science visualizations;;;Save;;;3m 38s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
How do you define data science?;Audio;;;Show more options for How do you define data science?;;;Save;;;1m 38s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Hiring a Chief Data Officer;;;;
