0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
Exploring Million-Token Models with Google Gemini Pro 1.5;Course;Popular;;;Show more options for Exploring Million-Token Models with Google Gemini Pro 1.5;;;Save;;;18m;;;;General;Apr 2024;;;;;LinkedIn;;;By: Ray Villalobos;
Synthetic Data for Software Testers;Course;;;Show more options for Synthetic Data for Software Testers;;;Save;;;1h 17m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Michael Smith;;;
AI Workshop: Hands-on with GANs with Deep Convolutional Networks;Course;;;Show more options for AI Workshop: Hands-on with GANs with Deep Convolutional Networks;;;Save;;;1h 36m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Janani Ravi;;;
LLaMa for Developers;Course;Updated;;;Show more options for LLaMa for Developers;;;Save;;;1h 42m;;;;Intermediate;Updated 1 month ago;;;;;LinkedIn;;;By: Denys Linkov;
OpenAI ChatGPT: Creating Custom GPTs;Course;;;Show more options for OpenAI ChatGPT: Creating Custom GPTs;;;Save;;;35m;;Intermediate;;;Nov 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
OpenAI API: Building Assistants;Course;Popular;;;Show more options for OpenAI API: Building Assistants;;;Save;;;34m;;;;Beginner;Dec 2023;;;;;LinkedIn;;;By: Morten Rand-Hendriksen;
Microsoft Copilot for Productivity by Microsoft and LinkedIn;Professional Certificate;;;Show more options for Microsoft Copilot for Productivity by Microsoft and LinkedIn;;;Save;;;4h 59m;;;Updated 3 weeks ago;;;;;;Provided by LinkedIn and Microsoft;;;;;;
Building Advanced AI Apps with Prompt Flow;Course;New;Popular;;;Show more options for Building Advanced AI Apps with Prompt Flow;;;Save;;;;;35m;;General;3 weeks ago;;;;;;LinkedIn;;By: Morten Rand-Hendriksen
Gemini 1.5 Pro: API Quickstart;Course;;;Show more options for Gemini 1.5 Pro: API Quickstart;;;Save;;;59m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Building AI Skills with Microsoft Copilot Lab;Course;;;Show more options for Building AI Skills with Microsoft Copilot Lab;;;Save;;;19m;;General;;;4 months ago;;;;;LinkedIn;;By: Garrick Chow;;;
Nano Tips for Leveraging Technical Prompts Using ChatGPT with Lachezar Arabadzhiev;Course;;;Show more options for Nano Tips for Leveraging Technical Prompts Using ChatGPT with Lachezar Arabadzhiev;;;Save;;;13m;;General;;;Oct 2023;;;;;LinkedIn;;By: Lachezar Arabadzhiev;;;
Learning Amazon Bedrock;Course;;;Show more options for Learning Amazon Bedrock;;;Save;;;1h 53m;;Intermediate;;;Mar 2024;;;;;LinkedIn;;By: Lee Assam;;;
A Developer's Guide to Google Gemini;Learning Path;;;"Show more options for A Developer&amp;#39;s Guide to Google Gemini";;;Save;;;8h 6m;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Building RAG Solutions with Azure AI Studio;Course;;;Show more options for Building RAG Solutions with Azure AI Studio;;;Save;;;1h 24m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Ziggy Zulueta;;;
Synthetic Data: Advanced Concepts and Applications;Course;;;Show more options for Synthetic Data: Advanced Concepts and Applications;;;Save;;;38m;;Advanced;;;Jan 2024;;;;;LinkedIn;;By: Madecraft and Michael Galarnyk;;;
Build an Image Captioning Tool for Visually Impaired Users with Gemini;Course;;;Show more options for Build an Image Captioning Tool for Visually Impaired Users with Gemini;;;Save;;;1h 7m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Mitigating Prompt Injection and Prompt Hacking;Course;;;Show more options for Mitigating Prompt Injection and Prompt Hacking;;;Save;;;6m 3s;;Beginner;;;Oct 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
OpenAI API: Fine-Tuning;Course;;;Show more options for OpenAI API: Fine-Tuning;;;Save;;;47m;;General;;;Apr 2024;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Multimodal Prompting with Google's Project Gemini;Course;;;"Show more options for Multimodal Prompting with Google&amp;#39;s Project Gemini";;;Save;;;15m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
OpenAI API: Code Interpreter and Advanced Data Analysis;Course;;;Show more options for OpenAI API: Code Interpreter and Advanced Data Analysis;;;Save;;;42m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Kesha Williams;;;
OpenAI API: Speech;Course;;;Show more options for OpenAI API: Speech;;;Save;;;29m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Ronnie Sheer;;;
OpenAI API: Multimodal Development with GPT-4o;Course;;;Show more options for OpenAI API: Multimodal Development with GPT-4o;;;Save;;;45m;;General;;;4 months ago;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Building Applications Using Amazon Bedrock;Course;;;Show more options for Building Applications Using Amazon Bedrock;;;Save;;;2h 9m;;Advanced;;;Mar 2024;;;;;LinkedIn;;By: Lee Assam;;;
OpenAI API: Vision;Course;;;Show more options for OpenAI API: Vision;;;Save;;;30m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Ronnie Sheer;;;
OpenAI API: Working with Files;Course;;;Show more options for OpenAI API: Working with Files;;;Save;;;36m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Semantic Kernel in Action: Fundamentals;Course;;;Show more options for Semantic Kernel in Action: Fundamentals;;;Save;;;4h 27m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Jose Latorre;;;
OpenAI API: Function Calling;Course;;;Show more options for OpenAI API: Function Calling;;;Save;;;17m;;Intermediate;;;Aug 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Level up LLM applications development with LangChain and OpenAI;Course;New;;;Show more options for Level up LLM applications development with LangChain and OpenAI;;;Save;;;3h 52m;;;;Beginner + Intermediate;1 week ago;;;;;LinkedIn;;;By: Sandy Ludosky;
OpenAI API: Embeddings;Course;;;Show more options for OpenAI API: Embeddings;;;Save;;;27m;;Intermediate;;;Updated Apr 2024;;;;;LinkedIn;;By: Kesha Williams;;;
OpenAI API: Moderation;Course;;;Show more options for OpenAI API: Moderation;;;Save;;;14m;;General;;;Jan 2024;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Build a Copilot with Azure AI Studio;Course;New;;;Show more options for Build a Copilot with Azure AI Studio;;;Save;;;51m;;;;Intermediate;3 days ago;;;;;LinkedIn;;;By: Sam Nasr;
Azure OpenAI Services Security;Course;;;Show more options for Azure OpenAI Services Security;;;Save;;;1h 8m;;Intermediate;;;1 month ago;;;;;LinkedIn;;By: Karl Ots;;;
Prompt Flow: Hands-On;Course;New;Popular;;;Show more options for Prompt Flow: Hands-On;;;Save;;;;;50m;;General;3 weeks ago;;;;;;LinkedIn;;By: Morten Rand-Hendriksen
