0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
Azure AI Fundamentals (AI-900) Cert Prep: 1 Conversational AI on Azure;Course;;;Show more options for Azure AI Fundamentals (AI-900) Cert Prep: 1 Conversational AI on Azure;;;Save;;;1h 4m;;Intermediate;;;Sep 2022;;;;;LinkedIn;;By: Jamie Maguire;;;
Responsible AI Foundations;Learning Path;;;Show more options for Responsible AI Foundations;;;Save;;;8h 23m;;;Updated 3 months ago;;;;;LinkedIn;;;;;;;
Prepare for the Microsoft Azure AI Fundamentals (AI-900) Certification;Learning Path;;;Show more options for Prepare for the Microsoft Azure AI Fundamentals (AI-900) Certification;;;Save;;;6h 49m;;;Updated Apr 2023;;;;;Microsoft;;;;;;;
Data Driven: Harnessing Data and AI to Reinvent Customer Engagement (getAbstract Summary);Course;;;Show more options for Data Driven: Harnessing Data and AI to Reinvent Customer Engagement (getAbstract Summary);;;Save;;;13m;;General;;;Nov 2019;;;;;LinkedIn;;By: getAbstract;;;
Anonymity and data privacy;Audio;;;Show more options for Anonymity and data privacy;;;Save;;;2m 2s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Tech On the Go: Ethics in AI;;;;
Unintended uses and misuses;Audio;;;Show more options for Unintended uses and misuses;;;Save;;;2m 10s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Tech On the Go: Ethics in AI;;;;
Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;Course;;;Show more options for Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;;;Save;;;1h 58m;;Beginner;;;Updated Apr 2024;;;;;LinkedIn;;By: Wendy Wong;;;
Threat Modeling for AI/ML Systems;Course;;;Show more options for Threat Modeling for AI/ML Systems;;;Save;;;57m;;Advanced;;;Apr 2024;;;;;LinkedIn;;By: Adam Shostack;;;
AI Show: Easier, Faster Training for your Hugging Face Models;Course;;;Show more options for AI Show: Easier, Faster Training for your Hugging Face Models;;;Save;;;19m;;Intermediate;;;Jul 2023;;;;;LinkedIn;;By: Microsoft Learn;;;
UX for AI: Design Practices for AI Developers;Course;Popular;;;Show more options for UX for AI: Design Practices for AI Developers;;;Save;;;59m;;;;Advanced;Aug 2023;;;;;LinkedIn;;;By: John Maeda;
Build a JavaScript AI App with React and the OpenAI API;Course;;;Show more options for Build a JavaScript AI App with React and the OpenAI API;;;Save;;;1h 59m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Multimodal Prompting with Google's Project Gemini;Course;;;"Show more options for Multimodal Prompting with Google&amp;#39;s Project Gemini";;;Save;;;15m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
AI Accountability: Build Responsible and Transparent Systems;Course;;;Show more options for AI Accountability: Build Responsible and Transparent Systems;;;Save;;;2h 16m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Barton Poulson;;;
Introduction to Prompt Engineering for Generative AI;Course;Popular;;;Show more options for Introduction to Prompt Engineering for Generative AI;;;Save;;;1h 3m;;;;Beginner;1 month ago;;;;;LinkedIn;;;By: Ronnie Sheer;
AI Show: Federated Learning with Azure Machine Learning;Course;;;Show more options for AI Show: Federated Learning with Azure Machine Learning;;;Save;;;25m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Compress data and models;Audio;;;Show more options for Compress data and models;;;Save;;;1m 29s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Agentic AI: Building Data-First AI Agents;Course;Popular;;;Show more options for Agentic AI: Building Data-First AI Agents;;;Save;;;43m;;;;General;2 months ago;;;;;LinkedIn;;;By: Morten Rand-Hendriksen;
Top 10 Skills for AI Engineer/AI Ops Engineers;Course;;;Show more options for Top 10 Skills for AI Engineer/AI Ops Engineers;;;Save;;;34m;;Beginner;;;Aug 2023;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Azure AI Fundamentals (AI-900) Cert Prep: 2 Principles of Machine Learning on Azure;Course;;;Show more options for Azure AI Fundamentals (AI-900) Cert Prep: 2 Principles of Machine Learning on Azure;;;Save;;;1h 5m;;Beginner;;;Jul 2022;;;;;LinkedIn;;By: Emilio Melo;;;
Building Skills with Semantic Kernel;Course;;;Show more options for Building Skills with Semantic Kernel;;;Save;;;1h 6m;;Intermediate;;;Apr 2023;;;;;LinkedIn;;By: John Maeda;;;
Career advice from a tech career coach;Audio;;;Show more options for Career advice from a tech career coach;;;Save;;;1m 43s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Safeguarding AI;Course;;;Show more options for Safeguarding AI;;;Save;;;36m;;Beginner + Intermediate;;;Dec 2019;;;;;LinkedIn;;By: Martin Kemka;;;
Top 10 Skills for AI Systems Designers;Course;;;Show more options for Top 10 Skills for AI Systems Designers;;;Save;;;41m;;Beginner;;;Jul 2023;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
AI Pair Programming with GitHub Copilot X;Course;;;Show more options for AI Pair Programming with GitHub Copilot X;;;Save;;;1h 23m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Ronnie Sheer;;;
Introduction to AI-Native Vector Databases;Course;;;Show more options for Introduction to AI-Native Vector Databases;;;Save;;;2h 47m;;Intermediate;;;Dec 2023;;;;;LinkedIn;;By: Zain Hasan;;;
Digital technology;Audio;;;Show more options for Digital technology;;;Save;;;2m 46s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Superhuman Innovation (Blinkist Summary);;;;
ML engineering advice from hiring managers;Audio;;;Show more options for ML engineering advice from hiring managers;;;Save;;;57s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
AI for React Developers;Course;New;Popular;;;Show more options for AI for React Developers;;;Save;;;;;1h 17m;;Intermediate;4 weeks ago;;;;;;LinkedIn;;By: Eve Porcello
Define data pipelines;Audio;;;Show more options for Define data pipelines;;;Save;;;2m 13s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Maintain and update existing systems;Audio;;;Show more options for Maintain and update existing systems;;;Save;;;1m 3s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Foundations of Responsible AI;Course;Popular;;;Show more options for Foundations of Responsible AI;;;Save;;;2h 30m;;;;Intermediate;Aug 2022;;;;;LinkedIn;;;By: Ayodele Odubela;
Hands-On AI: RAG using LlamaIndex;Course;;;Show more options for Hands-On AI: RAG using LlamaIndex;;;Save;;;6h 25m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Harpreet Sahota;;;
Top 10 Skills for Computational Linguistics;Course;;;Show more options for Top 10 Skills for Computational Linguistics;;;Save;;;30m;;Beginner;;;Sep 2022;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Learning H20.ai;Course;;;Show more options for Learning H20.ai;;;Save;;;1h 42m;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Janani Ravi;;;
AI Show: Intelligent Recommendations;Course;;;Show more options for AI Show: Intelligent Recommendations;;;Save;;;18m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Develop Your Prompt Engineering Skills;Learning Path;;;Show more options for Develop Your Prompt Engineering Skills;;;Save;;;6h 6m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Top 10 Skills for Robotics Engineers;Course;;;Show more options for Top 10 Skills for Robotics Engineers;;;Save;;;27m;;Beginner;;;May 2023;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Transparency and accountability;Audio;;;Show more options for Transparency and accountability;;;Save;;;4m 15s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Tech On the Go: Ethics in AI;;;;
Accessibility and AI: Bridging the Disability Divide;Course;;;Show more options for Accessibility and AI: Bridging the Disability Divide;;;Save;;;1h 7m;;Beginner;;;3 months ago;;;;;LinkedIn;;By: Kartik Sawhney and Ioana Tanase;;;
Prompting ChatGPT with Multimodal Techniques;Course;;;Show more options for Prompting ChatGPT with Multimodal Techniques;;;Save;;;23m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
Executive Guide to Human-in-the-Loop Machine Learning and Data Annotation;Course;;;Show more options for Executive Guide to Human-in-the-Loop Machine Learning and Data Annotation;;;Save;;;1h 2m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Keith McCormick;;;
Microsoft Power Apps: AI Builder;Course;;;Show more options for Microsoft Power Apps: AI Builder;;;Save;;;1h 16m;;Advanced;;;Jul 2020;;;;;LinkedIn;;By: Gini von Courter;;;
Executive Guide to Predictive Modeling Strategy at Scale;Course;;;Show more options for Executive Guide to Predictive Modeling Strategy at Scale;;;Save;;;1h 2m;;Beginner;;;Updated Apr 2024;;;;;LinkedIn;;By: Keith McCormick;;;
GitHub Models: Prototyping with AI Models;Course;Popular;;;Show more options for GitHub Models: Prototyping with AI Models;;;Save;;;28m;;;;General;1 month ago;;;;;LinkedIn;;;By: Morten Rand-Hendriksen;
AI and Developer Productivity;Course;;;Show more options for AI and Developer Productivity;;;Save;;;1h 23m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Temidayo Adefioye;;;
AI Programming for JavaScript Developers;Course;;;Show more options for AI Programming for JavaScript Developers;;;Save;;;1h 34m;;Advanced;;;Apr 2024;;;;;LinkedIn;;By: Eve Porcello;;;
Learning Codeless Machine Learning with KNIME;Learning Path;;;Show more options for Learning Codeless Machine Learning with KNIME;;;Save;;;11h;;;Updated Jul 2023;;;;;LinkedIn;;;;;;;
AI Text Summarization with Hugging Face;Course;;;Show more options for AI Text Summarization with Hugging Face;;;Save;;;2h 5m;;Advanced;;;Oct 2023;;;;;LinkedIn;;By: Janani Ravi;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution (2023);Course;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution (2023);;;Save;;;1h 6m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Rahat Yasir;;;
Develop Your Skills with Large Language Models;Learning Path;;;Show more options for Develop Your Skills with Large Language Models;;;Save;;;11h;;;Updated 3 months ago;;;;;LinkedIn;;;;;;;
AI Show: Building Recommender Systems;Course;;;Show more options for AI Show: Building Recommender Systems;;;Save;;;18m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;Course;Popular;;;Show more options for Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;;;Save;;;5h 22m;;;;Advanced;Updated 4 months ago;;;;;LinkedIn;;;By: Walter Shields;
Introduction to Responsible AI Algorithm Design;Course;;;Show more options for Introduction to Responsible AI Algorithm Design;;;Save;;;38m;;Beginner + Intermediate;;;Oct 2020;;;;;LinkedIn;;By: Martin Kemka;;;
Build an AI Application with React and AWS SageMaker;Course;;;Show more options for Build an AI Application with React and AWS SageMaker;;;Save;;;1h 12m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Emmanuel Henri;;;
Building a Video Transcriber with Node.js and Google AI Speech-To-Text API;Course;;;Show more options for Building a Video Transcriber with Node.js and Google AI Speech-To-Text API;;;Save;;;1h 9m;;Intermediate;;;Dec 2023;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Operationalizing ethics;Audio;;;Show more options for Operationalizing ethics;;;Save;;;2m 54s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Tech On the Go: Ethics in AI;;;;
AI Show: The Latest from Azure Form Recognizer;Course;;;Show more options for AI Show: The Latest from Azure Form Recognizer;;;Save;;;18m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Exam Tips;Course;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Exam Tips;;;Save;;;2h 48m;;Beginner;;;1 month ago;;;;;LinkedIn;;By: Jose Latorre;;;
Executive Guide to AutoML;Course;;;Show more options for Executive Guide to AutoML;;;Save;;;1h 1m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Keith McCormick;;;
Machine Learning and AI Foundations: Decision Trees with KNIME;Course;;;Show more options for Machine Learning and AI Foundations: Decision Trees with KNIME;;;Save;;;1h 59m;;Intermediate;;;Jun 2022;;;;;LinkedIn;;By: Keith McCormick;;;
Advance Your Skills as a Machine Learning Specialist;Learning Path;;;Show more options for Advance Your Skills as a Machine Learning Specialist;;;Save;;;14h;;;Updated May 2024;;;;;LinkedIn;;;;;;;
Build GANs and Diffusion Models with TensorFlow and PyTorch;Course;;;Show more options for Build GANs and Diffusion Models with TensorFlow and PyTorch;;;Save;;;2h 22m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Janani Ravi;;;
Azure AI Tips for Developers: Securing Your Data;Course;;;Show more options for Azure AI Tips for Developers: Securing Your Data;;;Save;;;23m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Walt Ritscher;;;
LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);Course;;;Show more options for LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);;;Save;;;1h 33m;;Advanced;;;Feb 2024;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
Optimize for speed and scalability;Audio;;;Show more options for Optimize for speed and scalability;;;Save;;;1m 14s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Exploring AIOps;Course;;;Show more options for Exploring AIOps;;;Save;;;18m;;Beginner;;;Oct 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Build AI Aptitude as a Middle Manager;Learning Path;;;Show more options for Build AI Aptitude as a Middle Manager;;;Save;;;5h 14m;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
AI Show: MLOps (v2) - Unifying MLOps at Microsoft;Course;;;Show more options for AI Show: MLOps (v2) - Unifying MLOps at Microsoft;;;Save;;;47m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Explainability and interpretability;Audio;;;Show more options for Explainability and interpretability;;;Save;;;2m 54s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Tech On the Go: Ethics in AI;;;;
Introducing Semantic Kernel: Building AI-Based Apps;Course;;;Show more options for Introducing Semantic Kernel: Building AI-Based Apps;;;Save;;;17m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: John Maeda and Sam Schillace;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;Course;Updated;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;;;Save;;;1h 28m;;;;Intermediate;Updated 2 months ago;;;;;LinkedIn;;;By: Matt Eland;
Develop Your AI Skills with Google Gemini and Google Cloud Platform;Learning Path;;;Show more options for Develop Your AI Skills with Google Gemini and Google Cloud Platform;;;Save;;;8h 9m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution;Course;New;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Plan and Manage an Azure AI Solution;;;Save;;;2h 38m;;;;Intermediate;1 week ago;;;;;LinkedIn;;;By: Gerry O'Brien;
Software Testing Assistance with GitHub Copilot AI;Course;;;Show more options for Software Testing Assistance with GitHub Copilot AI;;;Save;;;1h 16m;;Intermediate;;;1 month ago;;;;;LinkedIn;;By: Gary Kovar;;;
Agentic AI for Developers: Concepts and Application for Enterprises;Course;New;Popular;;;Show more options for Agentic AI for Developers: Concepts and Application for Enterprises;;;Save;;;;;1h 31m;;Intermediate;3 weeks ago;;;;;;LinkedIn;;By: Kumaran Ponnambalam
Exploring the Future of Development with GitHub Copilot Workspace;Course;Popular;;;Show more options for Exploring the Future of Development with GitHub Copilot Workspace;;;Save;;;14m;;;;General;1 month ago;;;;;LinkedIn;;;By: Ray Villalobos;
Develop Your AI Skills as a Cybersecurity Professional;Learning Path;;;Show more options for Develop Your AI Skills as a Cybersecurity Professional;;;Save;;;8h 34m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Build AI Aptitude as a New Manager;Learning Path;;;Show more options for Build AI Aptitude as a New Manager;;;Save;;;4h 39m;;;Updated Feb 2024;;;;;LinkedIn;;;;;;;
Building Advanced AI Apps with Prompt Flow;Course;New;Popular;;;Show more options for Building Advanced AI Apps with Prompt Flow;;;Save;;;;;35m;;General;3 weeks ago;;;;;;LinkedIn;;By: Morten Rand-Hendriksen
Applied AI for IT Operations (AIOps);Course;Popular;;;Show more options for Applied AI for IT Operations (AIOps);;;Save;;;1h 31m;;;;Intermediate;Updated Jan 2024;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
A Developer's Guide to Google Gemini;Learning Path;;;"Show more options for A Developer&amp;#39;s Guide to Google Gemini";;;Save;;;8h 6m;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Building in Azure AI Studio;Course;;;Show more options for Building in Azure AI Studio;;;Save;;;55m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Bryan Li;;;
Redis + AI: Building a Vector Database with Redis;Course;;;Show more options for Redis + AI: Building a Vector Database with Redis;;;Save;;;2h 32m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Fernando Doglio;;;
Making Your AI Results More Predictable;Course;New;;;Show more options for Making Your AI Results More Predictable;;;Save;;;1h;;;;Intermediate;1 week ago;;;;;LinkedIn;;;By: Ronnie Sheer;
Edge AI: Tools and Best Practices for Building AI Applications at the Edge;Course;;;Show more options for Edge AI: Tools and Best Practices for Building AI Applications at the Edge;;;Save;;;1h 18m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
OpenAI API: Function Calling;Course;;;Show more options for OpenAI API: Function Calling;;;Save;;;17m;;Intermediate;;;Aug 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Vector Databases Professional Certificate by Weaviate;Professional Certificate;;;Show more options for Vector Databases Professional Certificate by Weaviate;;;Save;;;4h 38m;;;Updated 2 months ago;;;;;;Provided by Weaviate and LinkedIn;;;;;;
Level up LLM applications development with LangChain and OpenAI;Course;New;;;Show more options for Level up LLM applications development with LangChain and OpenAI;;;Save;;;3h 52m;;;;Beginner + Intermediate;1 week ago;;;;;LinkedIn;;;By: Sandy Ludosky;
Harnessing AI in the Recruiting Lifecycle;Course;New;;;Show more options for Harnessing AI in the Recruiting Lifecycle;;;Save;;;1h 12m;;;;Intermediate;3 days ago;;;;;LinkedIn;;;By: Barbara Bruno;
Prompt Flow: Hands-On;Course;New;Popular;;;Show more options for Prompt Flow: Hands-On;;;Save;;;;;50m;;General;3 weeks ago;;;;;;LinkedIn;;By: Morten Rand-Hendriksen
